PM2.5,PM10,CO,O3,NO2,SO2,NO,NOx,AQI_Bucket,City
48.57,95.68,1.42,30.84,21.69,9.16,9.89,137.24,Moderate,Mumbai
48.57,95.68,1.16,30.84,21.69,9.16,9.89,79.37,Moderate,Mumbai
48.57,95.68,1.29,30.84,21.69,9.16,9.89,81.58,Moderate,Mumbai
48.57,95.68,1.3,30.84,21.69,9.16,42.38,86.28,Moderate,Mumbai
48.57,95.68,0.83,30.84,21.69,9.16,9.89,28.18,Moderate,Mumbai
48.57,95.68,0.1,30.84,21.69,9.16,9.89,90.98,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,1.4,30.84,21.69,9.16,9.89,143.92,Moderate,Mumbai
48.57,95.68,1.3,3.77,21.69,9.16,9.89,94.33,Moderate,Mumbai
48.57,95.68,1.06,30.84,21.69,9.16,9.89,44.52,Moderate,Mumbai
48.57,95.68,1.79,95.71,21.69,9.16,9.89,127.49,Moderate,Mumbai
48.57,95.68,1.59,30.84,21.69,9.16,9.89,101.68,Moderate,Mumbai
48.57,95.68,1.69,30.84,21.69,9.16,9.89,95.36,Moderate,Mumbai
48.57,95.68,1.62,30.84,21.69,9.16,9.89,68.63,Moderate,Mumbai
48.57,95.68,1.6,30.84,21.69,9.16,9.89,62.84,Moderate,Mumbai
48.57,95.68,1.37,30.84,21.69,9.16,9.89,51.04,Moderate,Mumbai
48.57,95.68,1.54,30.84,21.69,9.16,9.89,88.28,Moderate,Mumbai
48.57,95.68,1.33,30.84,21.69,9.16,9.89,41.31,Moderate,Mumbai
48.57,95.68,1.04,30.84,21.69,9.16,9.89,33.95,Moderate,Mumbai
48.57,95.68,1.41,30.84,21.69,9.16,9.89,64.53,Moderate,Mumbai
48.57,95.68,1.5,4.23,21.69,9.16,9.89,93.35,Moderate,Mumbai
48.57,95.68,1.01,30.84,21.69,9.16,9.89,40.8,Moderate,Mumbai
48.57,95.68,0.96,30.84,21.69,9.16,9.89,58.1,Moderate,Mumbai
48.57,95.68,0.99,30.84,21.69,9.16,9.89,51.66,Moderate,Mumbai
48.57,95.68,0.98,30.84,21.69,9.16,9.89,66.03,Moderate,Mumbai
48.57,95.68,1.08,30.84,21.69,9.16,9.89,83.43,Moderate,Mumbai
48.57,95.68,1.18,66.1,21.69,68.43,9.89,57.73,Moderate,Mumbai
48.57,95.68,1.2,64.74,21.69,9.16,9.89,51.36,Moderate,Mumbai
48.57,95.68,1.53,30.84,21.69,9.16,202.14,116.57,Moderate,Mumbai
48.57,95.68,1.37,30.84,21.69,9.16,9.89,107.44,Moderate,Mumbai
48.57,95.68,1.55,30.84,21.69,9.16,151.34,195.92,Moderate,Mumbai
48.57,95.68,1.71,30.84,21.69,9.16,195.15,185.01,Moderate,Mumbai
48.57,95.68,1.65,30.84,21.69,9.16,127.13,200.29,Moderate,Mumbai
48.57,95.68,1.81,30.84,8.94,9.16,9.89,271.94,Moderate,Mumbai
48.57,95.68,1.93,7.09,21.69,9.16,42.81,267.06,Moderate,Mumbai
48.57,95.68,1.97,30.84,21.69,9.16,39.08,255.18,Moderate,Mumbai
48.57,95.68,2.07,30.84,21.69,9.16,9.89,119.47,Moderate,Mumbai
48.57,95.68,1.88,30.84,21.69,9.16,9.89,120.64,Moderate,Mumbai
48.57,95.68,1.7,30.84,21.69,9.16,9.89,57.87,Moderate,Mumbai
48.57,95.68,1.7,30.84,21.69,9.16,9.89,74.6,Moderate,Mumbai
48.57,95.68,1.78,30.84,21.69,9.16,9.89,70.27,Moderate,Mumbai
48.57,95.68,1.72,30.84,21.69,9.16,9.89,44.13,Moderate,Mumbai
48.57,95.68,1.73,30.84,21.69,9.16,9.89,104.37,Moderate,Mumbai
48.57,95.68,1.8,30.84,21.69,9.16,9.89,118.72,Moderate,Mumbai
48.57,95.68,1.74,30.84,21.69,9.16,9.89,21.7,Moderate,Mumbai
48.57,95.68,1.86,30.84,21.69,9.16,61.16,76.15,Moderate,Mumbai
48.57,95.68,1.67,30.84,21.69,9.16,100.18,110.99,Moderate,Mumbai
48.57,95.68,1.34,30.84,21.69,9.16,9.89,63.2,Moderate,Mumbai
48.57,95.68,1.26,145.42,21.69,9.16,9.89,33.58,Moderate,Mumbai
48.57,95.68,1.31,30.84,21.69,9.16,9.89,53.56,Moderate,Mumbai
48.57,95.68,1.5,3.36,21.69,9.16,9.89,59.86,Moderate,Mumbai
48.57,95.68,1.48,30.84,21.69,9.16,9.89,58.81,Moderate,Mumbai
48.57,95.68,1.36,30.84,21.69,9.16,9.89,60.39,Moderate,Mumbai
48.57,95.68,1.4,30.84,21.69,9.16,9.89,47.85,Moderate,Mumbai
48.57,95.68,1.44,30.84,21.69,9.16,9.89,50.96,Moderate,Mumbai
48.57,95.68,1.53,30.84,21.69,9.16,9.89,40.09,Moderate,Mumbai
48.57,95.68,1.91,30.84,21.69,9.16,9.89,67.51,Moderate,Mumbai
48.57,95.68,1.72,30.84,21.69,9.16,9.89,80.68,Moderate,Mumbai
48.57,95.68,1.7,30.84,21.69,9.16,9.89,56.04,Moderate,Mumbai
48.57,95.68,1.67,30.84,21.69,9.16,9.89,80.13,Moderate,Mumbai
48.57,95.68,1.66,30.84,21.69,164.37,9.89,67.93,Moderate,Mumbai
48.57,95.68,1.05,30.84,21.69,9.16,9.89,38.38,Moderate,Mumbai
48.57,95.68,1.36,30.84,21.69,9.16,9.89,42.56,Moderate,Mumbai
48.57,95.68,1.17,30.84,21.69,9.16,9.89,45.33,Moderate,Mumbai
48.57,95.68,1.11,30.84,21.69,9.16,9.89,59.32,Moderate,Mumbai
48.57,95.68,1.1,30.84,21.69,9.16,9.89,50.75,Moderate,Mumbai
48.57,95.68,1.37,30.84,21.69,9.16,9.89,87.87,Moderate,Mumbai
48.57,95.68,1.27,90.35,21.69,9.16,9.89,62.32,Moderate,Mumbai
48.57,95.68,1.32,30.84,21.69,9.16,9.89,65.69,Moderate,Mumbai
48.57,95.68,1.16,30.84,21.69,9.16,9.89,49.2,Moderate,Mumbai
48.57,95.68,1.23,30.84,21.69,9.16,9.89,62.54,Moderate,Mumbai
48.57,95.68,1.29,30.84,21.69,9.16,9.89,81.13,Moderate,Mumbai
48.57,95.68,1.29,30.84,21.69,9.16,9.89,83.74,Moderate,Mumbai
48.57,95.68,1.44,30.84,21.69,9.16,9.89,98.44,Moderate,Mumbai
48.57,95.68,1.55,30.84,21.69,9.16,9.89,111.33,Moderate,Mumbai
48.57,95.68,1.36,30.84,21.69,9.16,9.89,60.39,Moderate,Mumbai
48.57,95.68,1.37,30.84,21.69,9.16,9.89,76.87,Moderate,Mumbai
48.57,95.68,1.31,3.92,21.69,11.18,9.89,44.32,Moderate,Mumbai
48.57,95.68,1.34,30.84,21.69,9.16,9.89,55.5,Moderate,Mumbai
48.57,95.68,1.32,30.84,21.69,9.16,9.89,52.03,Moderate,Mumbai
48.57,95.68,1.28,30.84,21.69,9.16,9.89,37.38,Moderate,Mumbai
48.57,95.68,1.29,30.84,21.69,9.16,9.89,40.71,Moderate,Mumbai
48.57,95.68,1.44,30.84,21.69,9.16,9.89,56.06,Moderate,Mumbai
48.57,95.68,1.44,30.84,21.69,9.16,9.89,42.79,Moderate,Mumbai
48.57,95.68,1.47,30.84,21.69,9.16,9.89,65.51,Moderate,Mumbai
48.57,95.68,1.37,30.84,21.69,9.16,9.89,76.67,Moderate,Mumbai
48.57,95.68,1.48,30.84,21.69,9.16,9.89,104.79,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Mumbai
48.57,95.68,1.83,41.42,21.69,9.16,18.99,50.74,Moderate,Mumbai
25.5,58.53,1.96,46.37,20.08,30.86,73.45,110.9,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
16.74,95.68,1.29,43.73,17.31,25.48,16.21,33.53,Moderate,Mumbai
18.44,95.68,1.3,34.0,22.6,22.0,23.53,46.03,Satisfactory,Mumbai
18.07,48.8,1.36,35.44,29.98,19.58,34.2,64.12,Satisfactory,Mumbai
18.55,62.07,1.35,35.91,28.9,18.59,34.5,63.4,Satisfactory,Mumbai
22.57,67.03,1.3,37.26,23.46,21.3,22.38,45.81,Satisfactory,Mumbai
23.57,71.8,1.26,36.59,25.71,24.83,21.08,46.8,Satisfactory,Mumbai
31.18,91.26,1.23,33.41,20.17,25.71,15.99,36.18,Satisfactory,Mumbai
24.22,79.1,1.36,39.09,30.02,21.32,36.41,66.43,Satisfactory,Mumbai
21.81,44.13,1.25,36.71,18.5,22.25,16.06,34.55,Satisfactory,Mumbai
14.93,52.51,1.22,35.06,18.23,20.01,15.19,33.43,Satisfactory,Mumbai
17.86,45.85,1.21,30.81,20.33,20.6,15.68,36.02,Satisfactory,Mumbai
24.73,74.2,1.25,40.12,18.24,15.89,14.94,33.18,Satisfactory,Mumbai
24.09,72.98,1.27,39.23,28.27,20.46,26.7,53.35,Satisfactory,Mumbai
23.97,88.35,1.32,34.83,23.79,24.61,25.5,49.3,Satisfactory,Mumbai
20.7,81.14,1.34,45.24,21.97,22.61,26.5,48.48,Satisfactory,Mumbai
19.01,79.33,1.27,43.26,19.69,24.7,14.42,34.1,Satisfactory,Mumbai
21.85,89.75,1.32,44.85,25.23,22.67,22.2,47.43,Satisfactory,Mumbai
24.32,93.09,1.31,53.32,15.9,23.83,14.02,31.4,Satisfactory,Mumbai
22.76,88.41,1.19,50.68,21.69,20.43,9.89,28.02,Satisfactory,Mumbai
15.38,56.32,1.06,49.28,21.69,20.99,9.89,23.02,Satisfactory,Mumbai
18.58,66.74,1.09,50.69,21.69,22.34,9.89,24.14,Satisfactory,Mumbai
15.53,18.64,1.23,159.18,21.69,26.74,9.89,27.73,Satisfactory,Mumbai
17.17,95.68,1.14,91.34,21.69,23.07,9.89,104.17,Moderate,Mumbai
22.54,95.68,1.16,72.08,21.69,19.44,9.89,78.73,Moderate,Mumbai
18.79,95.68,1.16,58.76,21.69,20.83,9.89,44.37,Satisfactory,Mumbai
20.14,95.68,1.18,50.01,21.69,20.35,9.89,38.76,Satisfactory,Mumbai
24.8,95.68,1.2,37.89,21.69,17.29,9.89,48.35,Satisfactory,Mumbai
19.38,95.68,1.46,45.83,21.69,20.91,9.89,47.49,Satisfactory,Mumbai
18.68,95.68,1.74,43.54,21.69,25.18,9.89,63.7,Satisfactory,Mumbai
19.98,95.68,1.46,41.12,21.69,24.02,9.89,47.38,Satisfactory,Mumbai
26.85,95.68,1.62,41.46,21.69,25.77,9.89,73.12,Moderate,Mumbai
17.66,95.68,1.07,52.91,21.69,27.29,9.89,36.88,Satisfactory,Mumbai
45.54,95.68,1.28,39.81,21.69,27.62,9.89,56.91,Satisfactory,Mumbai
17.79,95.68,1.26,38.99,21.69,26.8,9.89,53.24,Satisfactory,Mumbai
19.26,95.68,1.43,42.27,21.69,30.11,9.89,95.53,Satisfactory,Mumbai
6.2,95.68,1.04,45.84,21.69,26.72,9.89,17.43,Moderate,Mumbai
12.89,95.68,1.0,41.42,21.69,26.73,9.89,17.48,Satisfactory,Mumbai
18.02,95.68,1.05,45.42,21.69,26.76,9.89,21.61,Satisfactory,Mumbai
16.97,95.68,1.03,41.43,21.69,24.88,9.89,24.16,Satisfactory,Mumbai
19.16,95.68,1.05,36.74,21.69,21.68,9.89,33.52,Satisfactory,Mumbai
19.64,95.68,1.1,33.69,21.69,22.22,9.89,42.76,Satisfactory,Mumbai
17.02,57.08,1.44,32.68,21.69,29.82,9.89,106.0,Moderate,Mumbai
16.94,70.7,1.52,29.05,21.69,23.46,9.89,111.55,Moderate,Mumbai
10.87,31.4,1.45,30.8,20.73,24.73,30.83,74.79,Moderate,Mumbai
15.87,43.53,1.4,35.72,27.43,20.43,30.34,57.08,Satisfactory,Mumbai
25.71,97.45,1.42,39.04,19.74,19.86,34.53,54.28,Satisfactory,Mumbai
22.86,82.67,1.15,40.96,9.35,17.32,12.38,21.72,Satisfactory,Mumbai
18.09,70.66,1.19,44.93,8.0,18.99,11.86,19.87,Satisfactory,Mumbai
17.52,61.23,1.45,35.33,22.69,20.7,41.22,63.92,Satisfactory,Mumbai
10.53,41.27,1.35,38.32,21.7,19.23,28.12,49.82,Satisfactory,Mumbai
13.38,55.71,1.19,48.68,9.81,18.61,13.15,22.96,Satisfactory,Mumbai
22.06,75.33,1.17,33.79,7.29,18.95,14.66,21.95,Satisfactory,Mumbai
18.54,71.0,1.21,34.73,14.83,19.25,12.86,24.8,Satisfactory,Mumbai
19.38,56.8,1.4,31.45,29.81,19.79,37.79,66.97,Satisfactory,Mumbai
18.39,67.13,1.72,34.69,23.55,20.16,58.8,82.36,Moderate,Mumbai
16.59,66.72,1.49,28.51,20.94,16.63,28.83,49.77,Satisfactory,Mumbai
13.0,48.23,1.49,22.08,21.22,19.4,28.19,49.41,Satisfactory,Mumbai
13.78,48.89,1.37,22.38,22.09,15.46,30.97,53.06,Satisfactory,Mumbai
18.5,65.24,1.49,26.45,25.39,18.02,37.75,63.13,Satisfactory,Mumbai
14.71,52.86,1.17,29.09,13.29,15.13,11.34,24.63,Satisfactory,Mumbai
14.11,73.45,1.19,27.65,13.32,13.5,11.07,24.39,Satisfactory,Mumbai
14.53,70.33,1.17,26.26,15.53,12.65,10.98,26.52,Satisfactory,Mumbai
12.84,56.35,1.27,28.19,22.11,12.79,17.38,38.35,Satisfactory,Mumbai
48.57,95.68,1.41,30.84,35.28,9.16,36.66,23.52,Satisfactory,Mumbai
12.96,38.84,1.52,24.24,32.45,17.77,48.72,130.77,Moderate,Mumbai
12.8,46.86,1.19,34.86,19.41,14.35,13.53,32.94,Moderate,Mumbai
18.15,71.77,1.17,27.8,16.33,14.69,10.39,26.73,Satisfactory,Mumbai
15.31,69.04,1.16,24.34,16.32,12.03,10.59,26.92,Satisfactory,Mumbai
14.72,82.21,1.23,25.82,17.39,11.33,11.01,28.4,Satisfactory,Mumbai
19.26,93.35,1.2,26.07,16.22,11.48,10.72,26.96,Satisfactory,Mumbai
13.43,89.58,1.16,33.28,15.37,11.5,9.86,25.24,Satisfactory,Mumbai
15.67,77.37,1.17,30.01,16.43,11.43,10.53,26.96,Satisfactory,Mumbai
16.43,72.12,1.22,28.73,16.38,11.99,10.75,27.14,Satisfactory,Mumbai
23.32,60.58,1.25,25.99,17.66,11.67,9.09,26.75,Satisfactory,Mumbai
46.76,73.6,1.2,24.56,14.7,9.71,4.55,19.23,Satisfactory,Mumbai
16.52,67.74,1.24,27.49,18.31,11.57,10.53,28.85,Satisfactory,Mumbai
15.0,65.59,1.04,29.34,16.98,12.14,10.13,27.11,Satisfactory,Mumbai
15.37,58.9,1.02,24.89,16.35,11.8,10.26,26.61,Satisfactory,Mumbai
14.24,56.91,1.07,26.77,17.29,11.66,11.01,28.31,Satisfactory,Mumbai
15.24,53.79,1.1,18.72,16.18,13.08,13.13,29.31,Satisfactory,Mumbai
16.28,54.45,1.05,22.01,14.54,12.86,12.84,27.38,Satisfactory,Mumbai
15.88,62.28,1.15,21.87,13.72,12.88,16.02,29.75,Satisfactory,Mumbai
13.23,52.16,1.14,22.52,12.4,12.25,13.76,26.17,Satisfactory,Mumbai
14.11,53.33,1.14,22.15,12.74,13.07,15.2,27.95,Satisfactory,Mumbai
13.39,52.3,1.05,21.91,13.83,14.99,18.68,32.49,Satisfactory,Mumbai
15.45,50.4,1.15,21.34,11.65,12.34,14.19,25.84,Satisfactory,Mumbai
16.22,61.49,1.23,24.03,15.83,9.29,8.42,24.25,Good,Mumbai
14.71,65.57,1.16,23.69,15.46,10.08,8.07,23.54,Satisfactory,Mumbai
14.87,56.31,1.2,33.07,32.71,20.19,11.9,45.5,Satisfactory,Mumbai
17.72,48.66,1.18,18.65,48.29,24.59,12.25,58.01,Satisfactory,Mumbai
10.36,44.69,1.19,28.24,20.48,10.93,12.66,27.66,Satisfactory,Mumbai
9.21,41.44,1.17,27.3,22.23,15.38,15.48,37.71,Satisfactory,Mumbai
11.21,43.37,1.2,27.19,14.63,12.42,16.13,30.76,Satisfactory,Mumbai
12.65,51.97,1.21,28.15,20.24,9.22,14.45,34.7,Satisfactory,Mumbai
13.33,54.43,1.2,26.99,20.09,9.64,12.68,32.78,Satisfactory,Mumbai
11.61,46.49,1.21,32.95,31.78,12.06,13.13,44.92,Satisfactory,Mumbai
12.59,48.67,1.22,35.23,20.2,10.6,13.29,33.44,Satisfactory,Mumbai
11.7,40.69,1.24,39.1,21.17,11.08,14.08,35.26,Satisfactory,Mumbai
9.7,42.34,1.22,38.31,20.86,11.92,12.42,33.28,Satisfactory,Mumbai
12.94,45.15,1.14,37.65,17.76,9.21,13.18,30.93,Satisfactory,Mumbai
80.13,64.24,0.91,39.5,20.85,11.77,15.43,36.28,Moderate,Mumbai
26.83,90.14,1.12,44.31,22.03,14.45,16.22,38.26,Satisfactory,Mumbai
26.49,91.07,1.1,41.44,22.23,11.49,15.76,38.0,Satisfactory,Mumbai
23.72,74.6,1.09,41.28,21.08,11.53,14.51,35.6,Satisfactory,Mumbai
24.15,73.99,1.06,41.67,23.64,14.13,16.42,40.06,Satisfactory,Mumbai
22.94,84.4,1.02,44.15,19.22,11.74,15.52,34.74,Satisfactory,Mumbai
26.68,75.24,0.99,37.31,20.96,11.84,17.67,38.63,Satisfactory,Mumbai
30.76,69.36,1.02,46.32,24.6,13.7,18.75,43.35,Satisfactory,Mumbai
25.47,61.36,1.03,47.18,22.08,15.21,14.19,36.26,Satisfactory,Mumbai
23.11,62.32,1.01,45.22,26.84,15.22,16.75,43.6,Satisfactory,Mumbai
18.94,53.7,1.18,48.58,26.94,12.06,14.7,41.59,Satisfactory,Mumbai
25.28,55.95,1.33,49.66,26.13,14.85,14.09,40.23,Satisfactory,Mumbai
23.62,54.02,1.36,55.14,24.89,14.8,14.61,39.51,Satisfactory,Mumbai
26.46,65.51,1.44,49.99,30.42,14.13,36.47,66.89,Satisfactory,Mumbai
30.97,75.3,1.39,54.83,33.37,9.51,22.59,55.98,Satisfactory,Mumbai
28.58,70.91,1.31,45.71,32.46,7.65,10.63,43.09,Satisfactory,Mumbai
26.49,67.74,1.29,47.01,31.34,11.08,9.12,40.48,Satisfactory,Mumbai
25.69,61.92,1.31,48.2,29.3,11.4,12.02,41.33,Satisfactory,Mumbai
28.24,71.66,1.31,44.98,27.72,13.66,14.73,42.45,Satisfactory,Mumbai
24.03,56.21,1.32,47.94,25.98,12.45,13.42,39.41,Satisfactory,Mumbai
26.35,57.69,1.31,49.4,23.5,15.45,15.1,38.61,Satisfactory,Mumbai
23.49,54.7,1.31,42.47,20.7,14.73,17.67,38.38,Satisfactory,Mumbai
22.67,56.3,1.23,46.98,24.62,14.35,13.13,37.66,Satisfactory,Mumbai
25.5,60.73,0.98,43.64,26.53,13.51,10.1,35.96,Satisfactory,Mumbai
27.31,67.46,0.97,39.31,31.49,15.23,14.55,46.03,Satisfactory,Mumbai
26.77,64.56,0.99,42.69,30.32,15.65,13.03,43.35,Satisfactory,Mumbai
24.28,67.13,1.1,39.83,31.12,16.27,18.89,49.99,Satisfactory,Mumbai
21.84,63.71,1.27,24.91,26.24,12.41,55.28,80.08,Satisfactory,Mumbai
26.76,72.02,1.55,22.46,23.19,13.9,51.88,74.94,Moderate,Mumbai
21.64,53.58,1.41,23.67,21.46,11.85,31.75,53.21,Satisfactory,Mumbai
19.28,48.32,1.44,25.68,21.2,17.7,34.93,56.14,Satisfactory,Mumbai
23.52,57.14,1.57,27.03,22.87,18.26,37.65,60.46,Satisfactory,Mumbai
22.09,67.31,1.77,30.62,24.76,17.79,31.31,56.08,Moderate,Mumbai
25.6,76.8,1.77,33.62,25.68,16.75,29.74,55.42,Moderate,Mumbai
20.37,68.0,1.62,30.21,21.88,13.13,27.73,49.61,Satisfactory,Mumbai
25.51,78.16,1.58,30.93,22.65,10.78,30.13,52.76,Satisfactory,Mumbai
17.68,55.13,1.39,28.35,23.5,10.29,20.54,44.02,Satisfactory,Mumbai
25.44,91.8,1.7,37.93,26.19,11.93,33.4,59.59,Satisfactory,Mumbai
42.73,114.46,1.92,43.7,28.18,14.14,38.25,66.41,Moderate,Mumbai
31.22,59.71,1.35,49.13,21.98,17.08,16.24,38.19,Satisfactory,Mumbai
35.95,66.06,1.5,45.84,25.3,18.69,22.8,48.11,Satisfactory,Mumbai
33.06,70.44,1.6,46.51,23.98,14.82,33.91,57.89,Moderate,Mumbai
33.86,77.88,1.55,36.72,25.06,14.14,26.2,51.09,Satisfactory,Mumbai
32.52,71.2,1.57,38.59,29.12,15.17,22.16,51.22,Satisfactory,Mumbai
37.21,76.15,1.58,49.45,33.05,13.64,40.21,73.08,Satisfactory,Mumbai
44.86,107.68,2.0,50.39,37.4,15.19,51.26,88.2,Moderate,Mumbai
44.05,112.39,1.94,47.98,31.84,17.12,41.92,73.78,Moderate,Mumbai
54.77,141.2,2.32,55.94,32.42,20.79,44.46,76.87,Moderate,Mumbai
49.35,130.79,2.21,46.39,31.92,16.35,40.14,71.83,Moderate,Mumbai
49.52,116.69,2.0,49.69,36.92,15.18,44.32,81.23,Moderate,Mumbai
50.87,122.42,1.95,60.44,34.0,15.28,25.36,59.36,Moderate,Mumbai
43.4,99.57,2.09,47.73,29.79,18.74,23.44,53.24,Moderate,Mumbai
42.12,103.91,2.14,41.95,29.9,15.77,33.2,63.09,Moderate,Mumbai
48.16,122.98,2.13,41.35,29.55,16.84,39.6,69.14,Moderate,Mumbai
54.76,118.68,1.89,52.25,31.68,22.58,30.75,62.43,Moderate,Mumbai
48.6,106.14,1.76,64.18,31.1,20.49,24.79,55.91,Moderate,Mumbai
45.06,100.44,1.75,66.08,24.85,20.02,22.78,47.6,Moderate,Mumbai
42.82,100.02,1.69,59.75,27.69,18.62,31.63,57.87,Moderate,Mumbai
34.35,89.58,1.66,66.49,21.34,16.7,37.28,58.63,Satisfactory,Mumbai
44.57,118.82,1.76,65.46,31.55,17.23,35.41,66.67,Moderate,Mumbai
54.92,167.05,1.91,74.19,28.09,17.81,37.1,65.19,Moderate,Mumbai
48.18,166.65,2.18,49.91,30.08,18.99,43.01,73.09,Moderate,Mumbai
49.42,153.48,2.34,51.95,32.3,20.27,47.95,80.26,Moderate,Mumbai
54.25,158.76,2.41,52.22,33.31,20.25,48.94,82.26,Moderate,Mumbai
46.14,129.95,1.96,52.39,31.55,18.33,44.23,75.79,Moderate,Mumbai
26.07,71.72,1.7,58.18,29.06,19.8,42.65,71.72,Moderate,Mumbai
49.65,137.14,1.54,71.31,24.75,25.03,37.8,62.56,Moderate,Mumbai
48.89,120.56,1.62,39.44,26.09,16.53,31.76,57.87,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
65.55,158.76,1.81,38.03,19.15,17.61,32.18,51.33,Moderate,Mumbai
30.7,91.46,1.72,23.99,18.44,18.53,33.47,51.91,Moderate,Mumbai
45.04,153.14,2.38,25.53,19.69,20.83,41.17,60.86,Moderate,Mumbai
52.53,166.96,2.59,26.01,19.54,21.41,45.57,65.11,Moderate,Mumbai
39.38,115.93,1.93,24.46,19.51,19.11,35.15,54.67,Moderate,Mumbai
54.0,172.6,2.65,27.42,21.46,21.75,40.88,62.35,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
34.62,96.44,1.75,40.74,26.33,19.64,29.83,56.17,Moderate,Mumbai
36.32,109.1,1.87,32.52,36.88,18.0,48.67,86.04,Moderate,Mumbai
41.76,111.56,1.95,37.97,38.88,16.61,36.52,75.41,Moderate,Mumbai
49.85,138.28,2.1,39.87,60.47,16.34,66.92,127.38,Moderate,Mumbai
41.8,120.59,2.02,44.23,58.64,18.88,61.25,119.9,Moderate,Mumbai
40.22,100.16,1.95,41.95,50.71,14.27,50.57,101.3,Moderate,Mumbai
37.39,78.33,1.71,55.14,30.41,13.1,27.56,57.99,Satisfactory,Mumbai
34.93,68.37,1.74,43.27,35.62,19.92,29.87,65.45,Moderate,Mumbai
65.23,152.2,2.14,47.33,41.32,28.32,52.23,93.55,Moderate,Mumbai
67.63,164.86,2.32,37.62,56.95,28.2,107.2,164.12,Moderate,Mumbai
130.47,276.46,2.81,48.41,67.3,40.57,75.54,142.85,Poor,Mumbai
93.59,222.33,2.76,45.71,50.06,39.24,94.43,144.47,Moderate,Mumbai
122.18,272.19,2.92,64.46,39.76,29.82,128.76,168.54,Very Poor,Mumbai
63.69,157.26,2.65,66.27,49.0,25.82,104.41,150.06,Moderate,Mumbai
56.06,149.49,2.59,58.48,44.82,24.89,72.48,117.3,Moderate,Mumbai
51.04,133.23,2.1,67.98,29.43,24.14,27.94,58.83,Moderate,Mumbai
48.02,132.29,2.3,56.49,37.39,24.71,52.75,90.14,Moderate,Mumbai
49.79,132.08,2.33,64.87,49.29,23.56,52.43,101.75,Moderate,Mumbai
51.3,136.44,2.35,57.12,59.6,21.75,64.48,124.09,Moderate,Mumbai
56.72,152.93,2.75,57.58,56.85,21.46,79.32,136.18,Moderate,Mumbai
65.09,171.12,2.83,79.13,42.15,19.25,63.09,105.25,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
73.29,177.92,2.01,103.0,24.7,21.46,13.2,37.89,Moderate,Mumbai
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Mumbai
64.04,152.7,2.41,69.64,110.16,21.59,42.26,152.42,Moderate,Mumbai
48.49,112.45,2.35,57.96,53.66,18.48,38.46,87.21,Moderate,Mumbai
48.76,141.23,2.61,53.93,38.64,21.5,46.23,84.87,Moderate,Mumbai
51.75,171.43,2.89,64.37,39.13,21.99,55.21,94.35,Moderate,Mumbai
63.19,179.98,3.07,61.74,38.66,22.39,57.34,96.0,Moderate,Mumbai
57.74,161.37,2.87,51.25,50.01,18.53,47.61,97.62,Moderate,Mumbai
55.7,175.73,2.83,65.33,49.82,13.92,47.11,96.93,Moderate,Mumbai
53.71,170.39,2.85,65.15,39.31,14.99,44.84,84.16,Moderate,Mumbai
56.87,175.08,2.93,69.6,37.29,17.34,40.31,77.61,Moderate,Mumbai
62.05,196.83,3.02,63.12,41.17,17.4,47.03,88.2,Moderate,Mumbai
62.82,202.58,2.21,71.9,36.12,17.88,46.9,83.02,Moderate,Mumbai
